txn_id,client_id,amount,currency,txn_ts,category
4651,258,8498.7,EUR,2025-04-15 07:29:18,Payments
4652,494,8011.54,USD,2025-03-15 17:45:20,Refunds
4653,232,1638.85,RUB,2025-01-01 13:49:38,Transfers
4654,183,6737.48,EUR,2025-01-23 05:00:57,Refunds
4655,148,8569.8,EUR,2025-03-04 10:14:09,Payments
4656,179,8199.48,USD,2025-03-18 00:06:59,Refunds
4657,153,4262.07,EUR,2025-04-17 19:59:48,Payments
4658,329,490.45,RUB,2025-03-05 16:44:10,Fees
4659,268,9312.38,RUB,2025-01-12 11:52:32,Deposits
4660,299,3964.89,RUB,2025-04-30 06:44:00,Deposits
4661,432,3616.16,RUB,2025-01-27 07:54:05,Payments
4662,332,7597.55,USD,2025-01-21 05:54:41,Fees
4663,162,2647.08,USD,2025-04-28 17:03:29,ATM
4664,250,8349.13,RUB,2025-02-24 17:50:43,Transfers
4665,225,769.76,USD,2025-03-08 13:54:26,Deposits
4666,430,7409.7,RUB,2025-03-07 18:04:34,ATM
4667,222,9658.24,USD,2025-04-08 23:26:00,Fees
4668,155,9957.73,EUR,2025-04-18 11:19:15,ATM
4669,394,9238.81,USD,2025-03-13 00:45:40,Payments
4670,271,8708.92,RUB,2025-02-12 18:14:07,ATM
4671,138,2796.01,RUB,2025-01-18 22:56:39,Deposits
4672,375,9666.82,EUR,2025-03-15 04:56:31,Deposits
4673,184,9279.69,RUB,2025-04-22 06:00:58,Deposits
4674,447,5348.38,EUR,2025-01-07 08:22:33,Deposits
4675,432,4026.76,RUB,2025-02-06 12:48:45,Transfers
4676,247,1101.58,USD,2025-03-05 22:33:45,Transfers
4677,322,5910.43,USD,2025-01-21 23:51:33,Fees
4678,327,7008.45,USD,2025-01-11 17:48:46,Transfers
4679,361,4045.93,EUR,2025-03-30 17:14:17,Fees
4680,127,4066.24,RUB,2025-04-13 02:02:13,Deposits
4681,229,5737.38,USD,2025-04-08 04:50:34,ATM
4682,168,287.56,USD,2025-03-22 14:03:35,Payments
4683,378,9579.08,RUB,2025-04-10 09:50:56,Transfers
4684,127,2906.16,USD,2025-03-13 22:30:41,Refunds
4685,306,1417.5,EUR,2025-04-17 03:59:42,Fees
4686,391,64.83,RUB,2025-04-25 05:19:03,Payments
4687,479,8570.35,RUB,2025-02-07 23:29:37,Refunds
4688,215,8633.44,USD,2025-01-12 10:05:18,Refunds
4689,103,962.11,RUB,2025-03-14 01:44:16,Payments
4690,389,1530.89,RUB,2025-01-30 23:56:30,Transfers
4691,100,4484.54,EUR,2025-03-22 18:53:52,Transfers
4692,126,1865.18,RUB,2025-01-25 17:53:00,Refunds
4693,496,7360.85,RUB,2025-04-07 14:03:52,Refunds
4694,445,589.82,USD,2025-04-04 09:54:30,Fees
4695,383,5501.6,USD,2025-03-10 23:37:10,Transfers
4696,434,3834.09,USD,2025-01-26 05:59:33,Refunds
4697,130,4654.82,USD,2025-01-26 01:07:42,Refunds
4698,135,4253.32,RUB,2025-04-06 06:02:39,Refunds
4699,220,1540.06,EUR,2025-01-09 12:34:23,Deposits
4700,109,2210.61,RUB,2025-04-12 02:12:15,Fees
4701,455,657.43,USD,2025-01-26 21:34:32,Fees
4702,122,1161.7,RUB,2025-01-26 12:24:01,Payments
4703,317,9779.17,USD,2025-02-07 13:48:51,ATM
4704,441,2805.07,USD,2025-04-23 14:16:32,ATM
4705,393,3077.19,USD,2025-03-22 11:39:54,ATM
4706,193,1279.79,USD,2025-03-25 17:42:52,Deposits
4707,288,7554.09,RUB,2025-01-30 11:33:39,Fees
4708,319,9242.19,RUB,2025-03-14 06:50:31,Refunds
4709,407,7899.61,EUR,2025-04-24 11:27:01,ATM
4710,270,6130.03,USD,2025-01-02 15:50:06,Refunds
4711,214,8134.2,USD,2025-04-04 09:02:59,Fees
4712,418,4048.26,EUR,2025-04-28 00:03:54,Transfers
4713,454,8596.38,EUR,2025-03-19 05:08:05,Fees
4714,295,7987.2,USD,2025-03-26 10:50:53,Fees
4715,111,27.23,EUR,2025-03-12 22:30:54,Refunds
4716,300,4883.06,USD,2025-03-29 01:58:45,Deposits
4717,455,2653.52,RUB,2025-04-30 20:28:28,Payments
4718,495,871.47,USD,2025-01-21 13:17:02,Fees
4719,260,8463.5,EUR,2025-03-19 06:34:12,ATM
4720,160,89.42,EUR,2025-02-23 02:09:52,ATM
4721,328,7304.33,USD,2025-04-09 14:26:43,Fees
4722,432,9882.04,EUR,2025-01-25 20:59:28,ATM
4723,478,4825.38,RUB,2025-01-02 08:02:07,Payments
4724,120,3718.69,RUB,2025-02-07 04:17:59,Refunds
4725,216,6062.27,USD,2025-03-11 07:54:51,Transfers
4726,291,8048.93,RUB,2025-02-10 07:14:59,Transfers
4727,139,2410.12,EUR,2025-02-14 01:28:30,Fees
4728,454,2514.51,RUB,2025-02-12 14:15:24,Fees
4729,144,6075.71,USD,2025-03-11 17:46:27,ATM
4730,366,9399.4,EUR,2025-02-05 09:02:00,Fees
4731,467,2991.42,RUB,2025-01-16 13:07:55,Payments
4732,374,3773.78,RUB,2025-02-14 20:14:55,Transfers
4733,405,9933.4,USD,2025-02-20 03:31:35,Transfers
4734,205,1770.46,EUR,2025-04-15 17:13:49,Deposits
4735,430,778.91,RUB,2025-01-23 20:50:20,Deposits
4736,267,5901.65,RUB,2025-02-21 09:13:11,Payments
4737,124,252.43,EUR,2025-03-24 08:43:14,Fees
4738,246,1812.53,USD,2025-02-19 22:43:14,ATM
4739,239,6225.87,EUR,2025-02-04 12:02:20,Deposits
4740,308,6598.53,RUB,2025-02-08 02:54:36,Refunds
4741,205,5109.15,RUB,2025-04-24 20:33:51,Deposits
4742,284,3843.64,USD,2025-02-12 15:29:30,Payments
4743,271,5766.21,RUB,2025-01-18 12:50:26,Refunds
4744,230,6437.42,USD,2025-04-17 06:41:03,Payments
4745,378,8036.79,EUR,2025-04-30 12:43:19,Payments
4746,222,7929.58,EUR,2025-01-16 16:41:53,Deposits
4747,406,6651.36,EUR,2025-01-18 00:30:05,ATM
4748,200,8943.38,USD,2025-04-24 12:32:44,Transfers
4749,445,8381.87,EUR,2025-04-22 07:00:58,Refunds
4750,246,1341.13,USD,2025-04-05 00:17:42,Transfers
4751,116,9567.23,USD,2025-01-22 20:21:49,Refunds
4752,159,8918.51,EUR,2025-01-02 20:59:52,ATM
4753,422,3216.06,EUR,2025-02-17 18:22:17,Transfers
4754,448,211.64,EUR,2025-02-04 17:34:47,Deposits
4755,184,6043.72,RUB,2025-01-30 23:46:56,Payments
4756,340,4389.79,EUR,2025-02-06 15:33:01,Refunds
4757,329,7498.17,EUR,2025-03-15 01:38:35,ATM
4758,153,5250.75,EUR,2025-01-02 15:33:09,Deposits
4759,280,774.14,RUB,2025-03-08 01:03:59,Fees
4760,377,2454.43,USD,2025-04-29 04:49:36,ATM
4761,486,8826.41,EUR,2025-03-04 14:35:35,ATM
4762,439,386.52,EUR,2025-01-01 19:46:34,Deposits
4763,139,7369.33,RUB,2025-03-18 11:47:32,Deposits
4764,195,2926.52,USD,2025-01-10 23:47:42,Transfers
4765,274,4531.87,EUR,2025-01-30 01:34:01,Fees
4766,160,5314.74,EUR,2025-03-16 01:13:32,Deposits
4767,328,2508.31,RUB,2025-03-19 23:43:51,Deposits
4768,103,6523.08,EUR,2025-03-12 01:57:54,Fees
4769,145,6937.49,EUR,2025-03-24 13:41:09,ATM
4770,118,859.74,RUB,2025-01-01 04:32:37,Refunds
4771,218,3745.53,RUB,2025-01-20 01:47:38,Transfers
4772,404,7446.33,RUB,2025-04-14 12:38:41,Payments
4773,170,7219.16,RUB,2025-04-26 13:43:52,Deposits
4774,494,5450.59,EUR,2025-02-25 12:36:38,ATM
4775,207,7778.97,USD,2025-01-05 00:45:08,Fees
4776,117,1085.37,EUR,2025-01-18 17:50:49,ATM
4777,234,1190.93,RUB,2025-05-02 03:54:53,Refunds
4778,399,6578.32,USD,2025-03-20 02:40:40,Payments
4779,142,6936.41,EUR,2025-05-01 14:16:07,ATM
4780,128,8147.12,EUR,2025-01-09 04:57:57,Fees
4781,439,1818.56,RUB,2025-01-26 16:49:48,ATM
4782,336,5172.55,USD,2025-04-06 19:12:35,Transfers
4783,237,6611.7,USD,2025-01-07 11:21:41,Fees
4784,402,2244.76,USD,2025-02-06 08:41:28,Refunds
4785,437,5174.11,USD,2025-02-01 10:23:23,Transfers
4786,243,6388.07,USD,2025-03-20 13:45:48,ATM
4787,324,2152.35,EUR,2025-01-28 11:26:59,Fees
4788,104,3761.88,RUB,2025-04-12 07:20:36,Payments
4789,222,2171.22,RUB,2025-01-26 12:02:22,Payments
4790,338,9030.4,USD,2025-04-09 12:39:06,Fees
4791,178,2375.62,USD,2025-02-19 12:42:56,Fees
4792,496,1217.14,EUR,2025-04-10 18:07:27,Payments
4793,488,361.2,EUR,2025-01-03 04:29:42,ATM
4794,203,459.09,RUB,2025-03-29 11:40:19,Fees
4795,258,1923.95,USD,2025-01-02 13:07:05,Refunds
4796,175,6086.0,EUR,2025-03-04 09:03:05,Fees
4797,301,186.32,EUR,2025-03-25 13:50:22,Transfers
4798,149,2874.57,EUR,2025-01-20 23:34:01,ATM
4799,256,591.09,USD,2025-03-06 02:36:02,Fees
4800,322,4042.55,RUB,2025-03-18 17:13:45,Transfers
4801,344,495.28,RUB,2025-04-23 02:49:54,Payments
4802,338,6079.34,EUR,2025-03-24 23:51:53,Deposits
4803,188,6887.36,USD,2025-01-14 18:38:54,Fees
4804,416,7316.06,EUR,2025-04-02 23:55:02,ATM
4805,376,2251.19,RUB,2025-01-22 04:50:22,ATM
4806,401,8686.32,USD,2025-03-10 15:55:03,ATM
4807,287,6905.98,EUR,2025-02-11 07:47:12,Refunds
4808,457,575.94,RUB,2025-01-10 02:15:53,ATM
4809,255,4413.26,RUB,2025-02-05 05:05:26,Payments
4810,422,7679.89,RUB,2025-03-20 20:52:47,Deposits
4811,181,3115.83,RUB,2025-02-22 03:48:00,Transfers
4812,198,3821.77,USD,2025-02-10 20:44:08,Fees
4813,310,6299.74,RUB,2025-02-02 17:09:25,Refunds
4814,322,564.25,RUB,2025-02-11 02:54:28,Fees
4815,398,9669.68,USD,2025-01-23 18:58:34,Transfers
4816,218,1753.07,RUB,2025-02-06 10:00:02,Fees
4817,449,276.45,USD,2025-02-15 17:08:46,Payments
4818,231,63.18,EUR,2025-05-03 22:06:13,Transfers
4819,313,4001.55,EUR,2025-01-13 11:54:50,Transfers
4820,472,8843.69,EUR,2025-01-16 07:25:57,Deposits
4821,315,8199.42,EUR,2025-03-26 00:11:29,Transfers
4822,372,9121.34,EUR,2025-01-23 16:10:54,Deposits
4823,463,5342.49,RUB,2025-01-23 19:33:36,Payments
4824,489,4492.97,EUR,2025-01-17 18:34:08,Fees
4825,299,3864.75,USD,2025-01-16 10:43:10,Deposits
4826,266,473.72,RUB,2025-03-28 08:48:06,Fees
4827,178,9096.12,USD,2025-03-23 21:54:44,Payments
4828,314,4966.8,RUB,2025-02-06 13:42:52,Refunds
4829,467,4556.12,USD,2025-03-13 01:45:57,ATM
4830,294,5156.52,USD,2025-04-29 20:42:55,Transfers
4831,239,7943.6,RUB,2025-01-04 01:03:58,Fees
4832,142,2252.47,USD,2025-02-11 05:43:27,Fees
4833,255,7101.91,RUB,2025-02-01 17:36:05,Fees
4834,194,7110.59,RUB,2025-02-11 21:45:19,Refunds
4835,490,8497.03,RUB,2025-02-18 13:09:48,Refunds
4836,311,96.75,EUR,2025-03-28 00:39:04,Payments
4837,154,1712.25,USD,2025-02-22 08:17:06,Transfers
4838,126,4715.76,RUB,2025-04-11 19:56:53,Payments
4839,440,8506.9,EUR,2025-03-30 13:08:42,Payments
4840,472,9651.52,USD,2025-03-13 10:57:14,Payments
4841,405,5952.74,RUB,2025-03-02 08:53:03,Fees
4842,149,2129.22,USD,2025-03-01 21:39:33,ATM
4843,139,1854.0,RUB,2025-04-21 14:16:45,Payments
4844,179,6398.05,USD,2025-03-14 08:30:37,Deposits
4845,400,2108.59,EUR,2025-01-07 02:01:32,Payments
4846,406,5535.34,RUB,2025-04-13 10:49:25,Transfers
4847,435,8349.77,EUR,2025-01-23 10:10:23,Payments
4848,138,3904.3,RUB,2025-03-23 17:59:35,ATM
4849,161,3790.94,USD,2025-03-12 21:35:17,Payments
4850,460,371.04,EUR,2025-03-05 23:41:44,Fees
4851,471,2548.3,RUB,2025-02-10 02:40:15,Refunds
4852,390,6984.93,EUR,2025-04-22 07:05:11,Refunds
4853,142,3610.31,RUB,2025-01-06 10:53:26,Fees
4854,127,1591.41,USD,2025-01-20 08:26:47,Fees
4855,122,1066.62,RUB,2025-04-26 10:38:31,Refunds
4856,376,959.58,RUB,2025-04-12 07:55:36,Refunds
4857,438,6594.74,USD,2025-04-09 16:40:22,Transfers
4858,352,6130.09,USD,2025-02-21 11:23:27,ATM
4859,204,5190.02,EUR,2025-04-18 07:30:06,Transfers
4860,402,5008.26,RUB,2025-01-26 21:10:15,Refunds
4861,123,1539.84,USD,2025-03-09 11:06:36,Payments
4862,431,5011.04,RUB,2025-01-21 13:48:05,Deposits
4863,456,608.78,EUR,2025-02-17 21:19:27,Deposits
4864,387,9259.33,RUB,2025-02-11 02:20:47,Refunds
4865,451,589.7,EUR,2025-02-18 08:22:04,Transfers
4866,334,4241.07,RUB,2025-01-31 17:03:00,Refunds
4867,287,15.7,USD,2025-02-03 05:51:00,Deposits
4868,228,7863.64,RUB,2025-01-02 13:04:02,Fees
4869,468,1670.04,EUR,2025-04-13 13:44:52,ATM
4870,378,9249.91,RUB,2025-02-20 04:04:31,Deposits
4871,176,449.34,EUR,2025-04-11 10:53:28,Transfers
4872,482,8209.67,EUR,2025-03-23 23:08:23,Transfers
4873,123,6569.81,USD,2025-01-10 23:36:30,ATM
4874,335,2504.86,USD,2025-04-12 09:05:03,Transfers
4875,176,2032.17,USD,2025-01-22 06:50:54,Refunds
4876,365,3583.2,USD,2025-04-20 09:26:10,Payments
4877,265,8285.74,USD,2025-04-04 23:15:51,Transfers
4878,274,8620.95,RUB,2025-01-18 15:17:39,Payments
4879,368,1761.1,RUB,2025-03-27 22:42:54,Refunds
4880,402,3540.95,EUR,2025-04-02 04:11:12,Deposits
4881,252,2382.54,EUR,2025-03-10 13:00:45,Payments
4882,499,1235.2,RUB,2025-01-03 07:43:04,Payments
4883,299,6468.03,EUR,2025-04-17 09:49:32,Refunds
4884,164,3465.25,RUB,2025-01-07 10:16:53,Refunds
4885,102,2261.59,USD,2025-04-08 07:00:48,Transfers
4886,180,8661.32,USD,2025-02-25 18:11:10,ATM
4887,376,7485.7,EUR,2025-02-19 10:55:59,Transfers
4888,315,7739.87,EUR,2025-02-03 01:48:36,Refunds
4889,235,401.57,EUR,2025-01-24 23:39:19,Fees
4890,292,9152.15,EUR,2025-04-11 16:07:01,Deposits
4891,435,5751.64,USD,2025-04-13 23:11:44,Refunds
4892,328,5042.99,USD,2025-02-02 23:18:48,Transfers
4893,123,115.75,USD,2025-04-20 20:42:05,Refunds
4894,119,8977.65,USD,2025-04-23 13:05:23,Transfers
4895,292,5443.47,USD,2025-03-15 14:35:55,Refunds
4896,261,8253.28,RUB,2025-03-05 17:49:25,Refunds
4897,440,6558.55,RUB,2025-04-02 17:07:41,ATM
4898,333,7968.97,USD,2025-04-01 02:16:29,Payments
4899,402,6932.39,RUB,2025-04-06 20:51:41,Fees
4900,334,9210.43,USD,2025-03-31 17:11:28,Fees
4901,238,2262.59,EUR,2025-01-06 15:08:09,Refunds
4902,362,2028.98,RUB,2025-04-04 23:14:56,Transfers
4903,348,7128.29,RUB,2025-04-25 06:35:12,Transfers
4904,388,5018.93,RUB,2025-02-25 22:44:33,Deposits
4905,175,5995.62,EUR,2025-05-04 20:55:14,Deposits
4906,356,7088.34,EUR,2025-03-18 00:55:50,Payments
4907,214,5478.81,EUR,2025-03-30 04:16:59,Payments
4908,416,7879.06,RUB,2025-04-20 20:42:32,Deposits
4909,419,3195.48,USD,2025-02-25 10:55:42,Refunds
4910,349,8591.31,RUB,2025-01-21 20:24:27,Payments
4911,478,1085.69,RUB,2025-03-14 04:30:37,Transfers
4912,315,6343.7,EUR,2025-03-08 17:57:24,Refunds
4913,110,8902.42,EUR,2025-01-23 18:09:41,Payments
4914,342,2534.41,EUR,2025-04-16 22:41:09,Payments
4915,411,3275.08,USD,2025-02-10 08:13:32,Refunds
4916,140,3061.36,USD,2025-02-25 00:08:54,Transfers
4917,141,5646.99,EUR,2025-02-10 08:21:17,Transfers
4918,209,4134.59,USD,2025-02-24 12:54:57,Payments
4919,437,1088.51,USD,2025-02-02 23:37:52,Deposits
4920,310,8913.96,RUB,2025-01-04 02:04:16,Refunds
4921,490,2054.72,EUR,2025-03-04 18:42:15,Refunds
4922,449,5345.46,EUR,2025-04-21 18:13:52,ATM
4923,321,5952.1,USD,2025-01-21 20:52:02,Fees
4924,371,417.11,RUB,2025-02-23 07:27:52,ATM
4925,232,966.17,EUR,2025-04-02 13:37:39,Fees
4926,136,9717.18,EUR,2025-01-27 15:11:09,ATM
4927,259,6648.48,USD,2025-03-25 07:26:17,Transfers
4928,336,345.32,RUB,2025-03-16 13:14:00,Refunds
4929,172,7944.05,EUR,2025-02-12 16:58:50,Refunds
4930,188,5090.34,USD,2025-01-25 10:20:08,Payments
4931,105,761.24,EUR,2025-02-28 11:52:13,Payments
4932,393,6810.71,USD,2025-02-02 14:56:07,Fees
4933,459,4998.52,USD,2025-03-19 05:20:56,Payments
4934,430,2057.15,RUB,2025-04-13 22:12:17,Fees
4935,251,8778.25,USD,2025-03-20 00:21:01,Refunds
4936,337,2920.88,USD,2025-04-28 02:48:03,Payments
4937,484,2852.72,RUB,2025-03-06 07:04:21,Fees
4938,336,2735.01,EUR,2025-03-25 02:46:05,Payments
4939,218,7676.88,USD,2025-02-26 14:02:53,Transfers
4940,235,7064.13,RUB,2025-01-02 09:55:14,ATM
4941,390,9032.43,EUR,2025-04-09 10:43:51,Fees
4942,278,2301.1,EUR,2025-02-11 03:24:57,Payments
4943,434,7865.78,USD,2025-02-14 19:51:05,Payments
4944,445,5734.73,RUB,2025-01-17 10:07:58,Transfers
4945,114,3093.71,RUB,2025-04-21 23:22:21,Fees
4946,389,364.19,USD,2025-02-26 08:25:35,Deposits
4947,247,8191.29,USD,2025-02-27 09:51:28,Transfers
4948,307,2418.3,USD,2025-02-15 18:52:41,Payments
4949,205,6321.11,EUR,2025-04-22 01:51:25,Refunds
4950,247,5493.19,USD,2025-02-04 07:14:59,Fees
4951,232,54.45,EUR,2025-05-03 19:06:00,Refunds
4952,120,9943.49,USD,2025-04-26 13:15:02,Deposits
4953,413,8145.15,EUR,2025-03-03 01:36:41,Fees
4954,157,4869.85,EUR,2025-02-07 06:11:37,ATM
4955,250,6806.61,RUB,2025-04-01 16:51:45,ATM
4956,177,4771.18,USD,2025-02-20 15:06:14,Deposits
4957,164,7448.42,EUR,2025-02-12 22:35:20,ATM
4958,249,1351.94,USD,2025-02-25 17:33:37,Deposits
4959,467,4469.05,USD,2025-01-07 14:39:17,ATM
4960,477,3362.02,USD,2025-03-05 21:09:04,Deposits
4961,252,4601.96,USD,2025-02-25 02:52:01,Refunds
4962,302,4510.22,USD,2025-02-22 14:30:35,Refunds
4963,494,1439.51,EUR,2025-04-13 13:18:51,Deposits
4964,193,9765.12,RUB,2025-02-19 13:24:44,Deposits
4965,477,164.77,EUR,2025-03-11 07:14:47,Fees
4966,142,110.63,RUB,2025-05-04 06:58:09,ATM
4967,190,3740.68,RUB,2025-04-06 07:36:45,Transfers
4968,235,6207.56,USD,2025-01-29 19:19:08,Refunds
4969,114,1804.74,USD,2025-04-18 14:23:25,Fees
4970,426,5336.61,EUR,2025-01-05 18:00:13,ATM
4971,442,7230.49,RUB,2025-04-28 17:44:29,Fees
4972,253,949.67,RUB,2025-01-22 02:12:14,Transfers
4973,434,9844.38,RUB,2025-03-21 08:55:45,Fees
4974,409,3373.64,USD,2025-01-16 14:17:12,Payments
4975,420,6427.73,USD,2025-02-25 23:48:11,Fees
4976,421,1116.09,RUB,2025-02-24 13:22:13,ATM
4977,329,7097.77,EUR,2025-01-06 12:03:39,ATM
4978,144,8406.16,USD,2025-03-09 19:27:21,Fees
4979,469,1061.8,EUR,2025-03-25 10:11:52,Transfers
4980,343,1267.37,EUR,2025-04-20 09:49:25,Fees
4981,460,2817.66,USD,2025-02-27 19:09:39,Payments
4982,483,129.24,EUR,2025-01-01 00:10:25,Fees
4983,174,9860.65,EUR,2025-02-22 23:44:44,Fees
4984,260,5987.86,EUR,2025-02-25 01:24:34,Payments
4985,176,6079.82,RUB,2025-05-03 14:21:25,Fees
4986,120,9590.03,EUR,2025-04-03 16:00:33,Fees
4987,486,8321.97,RUB,2025-04-15 12:41:57,ATM
4988,469,8144.29,RUB,2025-04-04 08:58:37,ATM
4989,472,3401.63,USD,2025-01-27 02:17:21,Payments
4990,453,3355.29,USD,2025-04-28 05:17:01,Refunds
4991,359,2924.46,USD,2025-04-16 23:45:47,Refunds
4992,308,3473.49,RUB,2025-04-09 13:59:55,Fees
4993,496,3701.39,RUB,2025-02-11 10:42:05,Payments
4994,320,1408.64,EUR,2025-03-05 23:52:13,Deposits
4995,356,3565.92,RUB,2025-01-20 17:01:16,Fees
4996,184,4473.0,EUR,2025-01-05 14:50:52,Fees
4997,398,3100.38,RUB,2025-02-07 09:54:33,Refunds
4998,427,1661.82,RUB,2025-04-29 20:56:04,ATM
4999,371,3740.37,RUB,2025-05-04 11:18:32,Fees
5000,299,4814.27,RUB,2025-01-18 13:26:28,Deposits
5001,179,7210.08,EUR,2025-04-18 08:54:37,Fees
5002,113,7115.27,USD,2025-03-24 23:26:00,ATM
5003,350,2034.92,EUR,2025-03-27 15:57:53,Fees
5004,373,376.19,EUR,2025-04-10 08:25:40,Transfers
5005,409,3044.96,RUB,2025-04-22 19:58:36,Transfers
5006,480,1579.79,RUB,2025-02-24 11:24:58,Payments
5007,298,3963.93,EUR,2025-01-29 04:53:17,Fees
5008,431,9793.67,USD,2025-01-08 19:27:33,Fees
5009,386,1818.9,USD,2025-03-12 12:16:11,Transfers
5010,210,3195.55,USD,2025-04-04 20:24:32,Deposits
5011,438,7253.89,EUR,2025-01-09 21:09:59,ATM
5012,121,5096.74,USD,2025-03-30 02:57:11,Fees
5013,339,448.84,RUB,2025-01-04 06:08:49,Transfers
5014,476,1625.28,USD,2025-04-16 11:49:34,Deposits
5015,363,9353.14,RUB,2025-03-14 08:24:49,Transfers
5016,474,1040.62,RUB,2025-02-10 21:19:26,Fees
5017,122,6354.58,RUB,2025-01-06 07:01:52,Refunds
5018,312,7925.33,EUR,2025-03-16 16:19:05,Fees
5019,412,2661.74,EUR,2025-03-06 15:45:55,Fees
5020,356,7253.53,RUB,2025-02-16 17:41:26,Fees
5021,452,1707.25,EUR,2025-03-04 16:22:18,Refunds
5022,285,2854.66,EUR,2025-05-02 23:46:57,Deposits
5023,373,3125.1,USD,2025-01-26 09:36:56,Transfers
5024,267,9964.39,RUB,2025-02-05 06:32:24,Refunds
5025,448,2153.58,USD,2025-03-23 05:54:32,Payments
5026,147,1300.78,USD,2025-01-16 11:01:11,Deposits
5027,201,9257.66,USD,2025-04-30 06:06:34,Fees
5028,138,1627.69,USD,2025-02-08 02:41:24,Fees
5029,380,8794.01,RUB,2025-03-15 11:33:19,Fees
5030,193,6508.06,USD,2025-03-22 08:57:36,Deposits
5031,226,5772.85,EUR,2025-03-06 12:27:43,Refunds
5032,434,7515.87,RUB,2025-03-03 11:58:51,Transfers
5033,244,7262.73,USD,2025-03-04 01:27:12,Payments
5034,158,1114.16,USD,2025-02-22 05:46:10,ATM
5035,108,9994.67,USD,2025-05-02 09:57:23,Transfers
5036,190,9419.48,RUB,2025-03-31 12:39:16,Deposits
5037,465,8966.95,RUB,2025-01-07 09:38:55,Deposits
5038,319,6226.67,USD,2025-02-21 06:49:19,Transfers
5039,497,5232.69,EUR,2025-03-20 15:52:08,Refunds
5040,186,5367.42,EUR,2025-01-16 23:08:04,Deposits
5041,240,159.22,EUR,2025-04-14 19:35:15,Fees
5042,165,4999.7,USD,2025-03-05 06:08:06,Payments
5043,259,6241.46,RUB,2025-03-10 16:04:31,Refunds
5044,325,6590.48,USD,2025-01-22 18:43:40,Refunds
5045,423,3328.07,EUR,2025-02-25 02:34:15,Payments
5046,247,4718.11,USD,2025-04-08 02:51:27,ATM
5047,408,6366.74,USD,2025-03-13 12:05:34,ATM
5048,350,4288.77,USD,2025-01-04 01:18:40,Transfers
5049,216,9621.73,EUR,2025-04-27 23:10:51,Fees
5050,464,7057.37,EUR,2025-04-22 07:26:15,Fees
5051,273,22.72,EUR,2025-03-14 23:21:42,Refunds
5052,160,242.56,USD,2025-02-24 05:37:57,ATM
5053,485,6906.1,EUR,2025-01-23 04:06:26,Fees
5054,465,4132.32,EUR,2025-04-13 12:28:20,Fees
5055,119,8396.31,EUR,2025-01-16 20:03:26,Fees
5056,460,1738.42,EUR,2025-03-29 22:13:21,ATM
5057,478,148.13,RUB,2025-02-26 14:56:33,Fees
5058,431,3886.94,USD,2025-02-07 09:44:20,Payments
5059,201,7363.28,RUB,2025-02-11 19:14:34,ATM
5060,352,9717.56,USD,2025-04-05 10:33:31,Transfers
5061,315,8837.7,EUR,2025-01-10 18:08:08,Deposits
5062,348,4845.91,EUR,2025-03-22 15:20:44,Fees
5063,346,8130.04,RUB,2025-03-27 12:42:31,Payments
5064,355,712.6,EUR,2025-04-19 18:48:46,Fees
5065,305,5727.0,RUB,2025-02-26 23:29:53,Transfers
5066,376,9243.74,RUB,2025-04-04 16:37:27,Fees
5067,310,3969.89,USD,2025-02-24 11:55:38,Fees
5068,106,9601.41,RUB,2025-01-23 19:59:20,Payments
5069,114,2214.64,EUR,2025-01-02 19:49:59,Transfers
5070,483,1065.28,RUB,2025-03-03 18:39:45,Fees
5071,463,5252.38,RUB,2025-01-25 19:41:20,Deposits
5072,334,9073.4,EUR,2025-04-12 02:17:24,Deposits
5073,169,3119.68,RUB,2025-01-21 09:55:44,Payments
5074,412,8003.6,EUR,2025-01-18 06:28:26,Fees
5075,157,1700.28,EUR,2025-02-25 11:41:43,Payments
5076,250,7458.25,RUB,2025-02-13 12:26:04,Transfers
5077,231,5574.7,USD,2025-04-02 04:13:56,Deposits
5078,104,1758.42,USD,2025-04-11 00:54:19,Fees
5079,422,7183.69,RUB,2025-03-15 13:09:20,Deposits
5080,303,7140.42,EUR,2025-01-28 19:51:46,Refunds
5081,226,5159.2,EUR,2025-02-20 03:56:55,ATM
5082,302,2262.42,EUR,2025-01-13 18:24:08,Transfers
5083,100,1331.62,RUB,2025-02-20 01:51:35,Transfers
5084,274,9572.98,RUB,2025-03-02 06:12:10,Fees
5085,307,6561.57,EUR,2025-03-23 02:40:30,Deposits
5086,235,8094.32,RUB,2025-01-09 03:06:07,ATM
5087,432,6972.74,USD,2025-01-31 05:37:53,Deposits
5088,199,8296.44,USD,2025-04-25 13:18:26,Transfers
5089,155,1633.28,RUB,2025-04-26 08:09:50,ATM
5090,311,4974.53,USD,2025-02-14 08:54:44,Transfers
5091,454,6674.58,RUB,2025-04-18 09:10:44,Refunds
5092,250,1042.87,RUB,2025-04-30 21:16:48,Fees
5093,118,1508.07,USD,2025-03-24 11:13:50,Fees
5094,487,6343.49,RUB,2025-04-18 18:44:01,Transfers
5095,277,8688.37,RUB,2025-04-24 10:02:13,Payments
5096,169,6607.56,EUR,2025-01-25 10:03:25,Payments
5097,346,371.69,USD,2025-04-09 02:49:33,Refunds
5098,227,9704.62,USD,2025-03-22 12:31:51,Refunds
5099,475,1403.67,RUB,2025-04-15 14:50:07,Fees
5100,217,2333.3,RUB,2025-01-22 06:46:37,ATM
